datetime,zone_id,zone_name,vehicle_type,weather,temperature,humidity,traffic_index,hourly_vehicle_count,ride_demand
2024-01-17 21:00:00,7,BTM Layout,Auto,Cloudy,22.7,47.5,6.7,99,75
2024-01-17 21:00:00,8,Rajajinagar,Cab,Clear,27.4,88.2,8.5,192,37
2024-01-17 21:00:00,9,Marathahalli,Cab,Rainy,24.1,66.3,6.5,59,102
2024-01-17 21:00:00,10,JP Nagar,Auto,Rainy,25.9,84.6,6.0,129,111
2024-01-17 22:00:00,1,Indiranagar,Cab,Clear,28.3,55.1,5.8,90,75
2024-01-17 22:00:00,2,Whitefield,Cab,Clear,26.8,59.4,2.7,282,59
2024-01-17 22:00:00,3,Koramangala,Auto,Clear,26.3,58.9,5.0,261,93
2024-01-17 22:00:00,4,MG Road,Cab,Clear,25.7,68.3,7.6,168,23
2024-01-17 22:00:00,5,Electronic City,Auto,Clear,27.7,52.8,2.8,77,98
2024-01-17 22:00:00,6,Hebbal,Bike,Clear,31.5,88.4,2.2,257,68
2024-01-17 22:00:00,7,BTM Layout,Auto,Cloudy,26.6,62.5,8.4,131,80
2024-01-17 22:00:00,8,Rajajinagar,Auto,Clear,27.2,65.0,3.3,86,37
2024-01-17 22:00:00,9,Marathahalli,Auto,Rainy,24.0,51.0,8.4,250,63
2024-01-17 22:00:00,10,JP Nagar,Cab,Rainy,27.8,71.2,6.9,67,72
2024-01-17 23:00:00,1,Indiranagar,Auto,Clear,29.9,55.4,7.7,158,72
2024-01-17 23:00:00,2,Whitefield,Cab,Clear,31.3,47.6,7.9,234,59
2024-01-17 23:00:00,3,Koramangala,Cab,Rainy,30.3,62.9,6.6,197,24
2024-01-17 23:00:00,4,MG Road,Bike,Clear,22.9,84.5,7.2,108,40
2024-01-17 23:00:00,5,Electronic City,Auto,Cloudy,29.7,83.0,3.4,59,66
2024-01-17 23:00:00,6,Hebbal,Auto,Clear,30.9,57.9,3.3,145,85
2024-01-17 23:00:00,7,BTM Layout,Cab,Clear,28.5,60.3,6.7,193,24
2024-01-17 23:00:00,8,Rajajinagar,Bike,Clear,26.8,66.6,3.4,148,44
2024-01-17 23:00:00,9,Marathahalli,Bike,Rainy,26.5,71.5,5.4,169,85
2024-01-17 23:00:00,10,JP Nagar,Bike,Cloudy,26.1,78.8,5.5,130,41
2024-01-18 00:00:00,1,Indiranagar,Auto,Clear,28.3,85.5,2.9,107,21
2024-01-18 00:00:00,2,Whitefield,Cab,Clear,30.4,67.0,8.1,170,96
2024-01-18 00:00:00,3,Koramangala,Cab,Clear,29.7,57.4,8.3,289,25
2024-01-18 00:00:00,4,MG Road,Cab,Cloudy,21.9,67.6,4.7,95,94
2024-01-18 00:00:00,5,Electronic City,Bike,Clear,30.8,83.0,3.6,84,43
2024-01-18 00:00:00,6,Hebbal,Bike,Rainy,24.0,61.9,2.5,189,94
2024-01-18 00:00:00,7,BTM Layout,Bike,Rainy,30.1,57.9,4.1,260,88
2024-01-18 00:00:00,8,Rajajinagar,Cab,Cloudy,27.1,48.9,2.5,244,27
2024-01-18 00:00:00,9,Marathahalli,Auto,Clear,33.0,88.8,5.2,55,83
2024-01-18 00:00:00,10,JP Nagar,Auto,Cloudy,29.0,43.9,5.0,160,67
2024-01-18 01:00:00,1,Indiranagar,Auto,Rainy,28.7,52.1,8.6,119,25
2024-01-18 01:00:00,2,Whitefield,Bike,Clear,30.6,74.8,4.0,272,29
2024-01-18 01:00:00,3,Koramangala,Cab,Clear,22.4,43.8,2.8,50,78
2024-01-18 01:00:00,4,MG Road,Auto,Clear,31.8,67.7,2.9,117,49
2024-01-18 01:00:00,5,Electronic City,Auto,Clear,30.1,41.1,7.9,256,94
2024-01-18 01:00:00,6,Hebbal,Bike,Rainy,28.9,83.5,4.3,124,74
2024-01-18 01:00:00,7,BTM Layout,Auto,Clear,29.2,55.4,3.5,177,35
2024-01-18 01:00:00,8,Rajajinagar,Cab,Clear,27.6,49.6,7.9,235,68
2024-01-18 01:00:00,9,Marathahalli,Auto,Clear,30.9,70.0,7.1,190,72
2024-01-18 01:00:00,10,JP Nagar,Auto,Cloudy,27.2,51.0,8.0,276,72
2024-01-18 02:00:00,1,Indiranagar,Bike,Cloudy,29.9,42.7,7.1,77,66
2024-01-18 02:00:00,2,Whitefield,Cab,Clear,27.0,42.8,4.0,143,26
2024-01-18 02:00:00,3,Koramangala,Auto,Clear,26.7,78.2,4.2,212,39
2024-01-18 02:00:00,4,MG Road,Auto,Clear,29.0,44.3,8.7,160,58
2024-01-18 02:00:00,5,Electronic City,Auto,Clear,30.4,86.0,6.4,163,96
2024-01-18 02:00:00,6,Hebbal,Cab,Rainy,29.8,41.1,3.7,57,39
2024-01-18 02:00:00,7,BTM Layout,Bike,Cloudy,26.0,75.3,8.1,98,86
2024-01-18 02:00:00,8,Rajajinagar,Auto,Rainy,28.1,51.6,8.0,127,111
2024-01-18 02:00:00,9,Marathahalli,Auto,Rainy,25.4,42.9,3.1,152,33
2024-01-18 02:00:00,10,JP Nagar,Auto,Rainy,30.3,61.7,8.6,259,99
2024-01-18 03:00:00,1,Indiranagar,Bike,Clear,34.4,78.4,2.5,164,61
2024-01-18 03:00:00,2,Whitefield,Cab,Clear,31.5,42.3,7.4,280,23
2024-01-18 03:00:00,3,Koramangala,Bike,Clear,23.0,57.6,6.7,186,49
2024-01-18 03:00:00,4,MG Road,Cab,Rainy,32.5,61.5,4.6,191,42
2024-01-18 03:00:00,5,Electronic City,Auto,Clear,25.1,67.7,6.3,196,73
2024-01-18 03:00:00,6,Hebbal,Auto,Rainy,26.5,65.4,6.6,66,69
2024-01-18 03:00:00,7,BTM Layout,Auto,Clear,31.4,45.9,7.2,98,76
2024-01-18 03:00:00,8,Rajajinagar,Bike,Clear,29.1,76.4,5.3,269,58
2024-01-18 03:00:00,9,Marathahalli,Cab,Clear,33.2,65.0,8.3,90,45
2024-01-18 03:00:00,10,JP Nagar,Auto,Clear,25.1,61.7,4.8,282,93
2024-01-18 04:00:00,1,Indiranagar,Auto,Clear,21.2,65.6,8.2,202,33
2024-01-18 04:00:00,2,Whitefield,Bike,Cloudy,32.0,65.1,2.1,81,24
2024-01-18 04:00:00,3,Koramangala,Auto,Clear,27.3,88.2,3.8,169,98
2024-01-18 04:00:00,4,MG Road,Bike,Clear,24.6,57.0,6.7,285,69
2024-01-18 04:00:00,5,Electronic City,Bike,Clear,27.8,58.7,2.6,68,46
2024-01-18 04:00:00,6,Hebbal,Cab,Clear,31.8,55.7,3.6,135,24
2024-01-18 04:00:00,7,BTM Layout,Cab,Rainy,25.4,87.5,2.8,140,91
2024-01-18 04:00:00,8,Rajajinagar,Auto,Clear,31.7,43.5,6.7,206,60
2024-01-18 04:00:00,9,Marathahalli,Bike,Clear,31.1,82.7,7.7,157,31
2024-01-18 04:00:00,10,JP Nagar,Bike,Clear,29.6,49.2,2.5,165,58
2024-01-18 05:00:00,1,Indiranagar,Auto,Clear,25.0,71.2,5.8,206,30
2024-01-18 05:00:00,2,Whitefield,Cab,Clear,30.6,69.7,4.3,193,94
2024-01-18 05:00:00,3,Koramangala,Auto,Clear,28.4,89.0,8.3,182,99
2024-01-18 05:00:00,4,MG Road,Cab,Cloudy,30.5,82.9,6.4,88,63
2024-01-18 05:00:00,5,Electronic City,Cab,Clear,29.8,79.0,3.5,196,55
2024-01-18 05:00:00,6,Hebbal,Cab,Clear,30.1,80.4,4.2,164,27
2024-01-18 05:00:00,7,BTM Layout,Bike,Clear,24.9,79.3,6.4,177,49
2024-01-18 05:00:00,8,Rajajinagar,Bike,Cloudy,24.7,76.8,6.9,93,50
2024-01-18 05:00:00,9,Marathahalli,Auto,Clear,28.0,40.0,4.3,124,60
2024-01-18 05:00:00,10,JP Nagar,Cab,Rainy,29.0,48.8,4.8,50,43
2024-01-18 06:00:00,1,Indiranagar,Bike,Clear,32.8,50.9,4.9,161,60
2024-01-18 06:00:00,2,Whitefield,Cab,Clear,31.3,51.8,2.8,199,91
2024-01-18 06:00:00,3,Koramangala,Auto,Clear,30.3,44.9,7.4,283,80
2024-01-18 06:00:00,4,MG Road,Bike,Clear,29.9,72.2,8.4,223,54
2024-01-18 06:00:00,5,Electronic City,Cab,Clear,29.3,64.3,8.8,57,33
2024-01-18 06:00:00,6,Hebbal,Bike,Clear,33.1,65.6,6.7,209,61
2024-01-18 06:00:00,7,BTM Layout,Bike,Clear,30.3,43.8,3.7,167,45
2024-01-18 06:00:00,8,Rajajinagar,Bike,Clear,25.3,55.5,7.5,223,80
2024-01-18 06:00:00,9,Marathahalli,Auto,Cloudy,22.9,48.7,4.2,101,67
2024-01-18 06:00:00,10,JP Nagar,Bike,Clear,23.7,64.8,8.5,144,99
2024-01-18 07:00:00,1,Indiranagar,Auto,Clear,33.1,79.0,3.3,237,66
2024-01-18 07:00:00,2,Whitefield,Auto,Cloudy,25.9,89.3,2.8,124,90
2024-01-18 07:00:00,3,Koramangala,Auto,Clear,28.5,70.9,6.5,217,108
2024-01-18 07:00:00,4,MG Road,Auto,Clear,26.7,75.0,7.1,285,141
2024-01-18 07:00:00,5,Electronic City,Auto,Cloudy,25.6,57.8,4.2,209,108
2024-01-18 07:00:00,6,Hebbal,Cab,Clear,25.8,55.2,7.9,61,99
2024-01-18 07:00:00,7,BTM Layout,Cab,Clear,22.3,78.9,4.2,224,64
2024-01-18 07:00:00,8,Rajajinagar,Cab,Rainy,30.1,63.2,8.0,246,70
2024-01-18 07:00:00,9,Marathahalli,Auto,Clear,30.3,64.2,6.3,64,96
2024-01-18 07:00:00,10,JP Nagar,Cab,Clear,22.1,65.5,2.3,182,88
2024-01-18 08:00:00,1,Indiranagar,Cab,Cloudy,29.5,85.5,3.6,218,111
2024-01-18 08:00:00,2,Whitefield,Bike,Cloudy,24.0,48.7,2.7,189,94
2024-01-18 08:00:00,3,Koramangala,Auto,Clear,28.3,59.3,6.7,294,46
2024-01-18 08:00:00,4,MG Road,Cab,Cloudy,31.6,78.1,6.2,232,48
2024-01-18 08:00:00,5,Electronic City,Bike,Clear,27.9,57.2,3.9,84,88
2024-01-18 08:00:00,6,Hebbal,Auto,Cloudy,30.7,47.7,6.6,264,42
2024-01-18 08:00:00,7,BTM Layout,Bike,Clear,30.6,55.5,9.0,145,141
2024-01-18 08:00:00,8,Rajajinagar,Auto,Clear,27.0,41.8,3.7,186,30
2024-01-18 08:00:00,9,Marathahalli,Auto,Rainy,27.1,63.5,8.4,90,145
2024-01-18 08:00:00,10,JP Nagar,Bike,Cloudy,31.4,74.8,7.1,254,76
2024-01-18 09:00:00,1,Indiranagar,Auto,Clear,29.7,45.9,5.4,103,39
2024-01-18 09:00:00,2,Whitefield,Cab,Cloudy,25.2,71.9,9.0,117,123
2024-01-18 09:00:00,3,Koramangala,Cab,Clear,24.3,49.3,2.4,50,75
2024-01-18 09:00:00,4,MG Road,Cab,Clear,28.5,51.6,7.2,145,85
2024-01-18 09:00:00,5,Electronic City,Cab,Clear,27.3,71.2,7.1,170,37
2024-01-18 09:00:00,6,Hebbal,Cab,Clear,30.0,49.3,5.3,185,45
2024-01-18 09:00:00,7,BTM Layout,Auto,Clear,25.5,71.8,4.9,170,148
2024-01-18 09:00:00,8,Rajajinagar,Bike,Rainy,27.4,63.9,5.8,104,37
2024-01-18 09:00:00,9,Marathahalli,Cab,Cloudy,29.3,65.1,8.8,206,132
2024-01-18 09:00:00,10,JP Nagar,Bike,Clear,25.2,54.5,2.7,259,33
2024-01-18 10:00:00,1,Indiranagar,Auto,Clear,24.7,87.1,3.2,132,87
2024-01-18 10:00:00,2,Whitefield,Auto,Clear,23.5,70.5,8.5,119,60
2024-01-18 10:00:00,3,Koramangala,Cab,Clear,28.9,80.9,8.8,81,65
2024-01-18 10:00:00,4,MG Road,Auto,Rainy,31.1,74.4,7.8,223,48
2024-01-18 10:00:00,5,Electronic City,Cab,Clear,25.6,49.5,5.0,138,30
2024-01-18 10:00:00,6,Hebbal,Auto,Rainy,24.1,62.7,3.4,119,34
2024-01-18 10:00:00,7,BTM Layout,Auto,Clear,32.1,43.9,8.9,184,32
2024-01-18 10:00:00,8,Rajajinagar,Cab,Cloudy,30.9,44.1,3.2,253,61
2024-01-18 10:00:00,9,Marathahalli,Bike,Clear,27.3,85.0,7.5,158,77
2024-01-18 10:00:00,10,JP Nagar,Cab,Clear,28.8,58.0,4.1,213,74
2024-01-18 11:00:00,1,Indiranagar,Auto,Clear,31.8,54.5,8.2,181,23
2024-01-18 11:00:00,2,Whitefield,Cab,Clear,30.3,40.5,4.6,242,36
2024-01-18 11:00:00,3,Koramangala,Bike,Rainy,30.0,41.5,3.9,108,116
2024-01-18 11:00:00,4,MG Road,Cab,Clear,25.0,57.3,7.5,206,55
2024-01-18 11:00:00,5,Electronic City,Auto,Clear,28.2,64.7,3.5,289,75
2024-01-18 11:00:00,6,Hebbal,Cab,Clear,25.4,76.4,4.1,231,62
2024-01-18 11:00:00,7,BTM Layout,Cab,Rainy,29.1,47.8,3.3,294,62
2024-01-18 11:00:00,8,Rajajinagar,Cab,Cloudy,30.4,44.3,7.5,120,53
2024-01-18 11:00:00,9,Marathahalli,Auto,Rainy,25.2,55.9,3.9,269,96
2024-01-18 11:00:00,10,JP Nagar,Bike,Clear,26.5,61.4,2.5,72,63
2024-01-18 12:00:00,1,Indiranagar,Auto,Rainy,30.7,88.7,6.8,202,25
2024-01-18 12:00:00,2,Whitefield,Bike,Clear,31.2,62.9,4.6,108,45
2024-01-18 12:00:00,3,Koramangala,Auto,Rainy,29.3,51.9,2.3,287,36
2024-01-18 12:00:00,4,MG Road,Bike,Clear,25.1,45.1,8.0,153,31
2024-01-18 12:00:00,5,Electronic City,Cab,Clear,26.3,83.5,4.5,273,90
2024-01-18 12:00:00,6,Hebbal,Cab,Cloudy,29.3,56.8,8.0,193,44
2024-01-18 12:00:00,7,BTM Layout,Cab,Rainy,29.6,48.8,2.3,82,24
2024-01-18 12:00:00,8,Rajajinagar,Cab,Clear,30.0,62.4,8.3,172,72
2024-01-18 12:00:00,9,Marathahalli,Bike,Clear,28.2,65.8,8.9,181,64
2024-01-18 12:00:00,10,JP Nagar,Bike,Clear,28.8,89.1,3.3,93,70
2024-01-18 13:00:00,1,Indiranagar,Auto,Clear,33.1,83.5,3.0,254,42
2024-01-18 13:00:00,2,Whitefield,Cab,Rainy,31.1,40.1,4.6,225,80
2024-01-18 13:00:00,3,Koramangala,Bike,Rainy,29.3,64.6,6.6,74,102
2024-01-18 13:00:00,4,MG Road,Auto,Rainy,28.0,62.4,4.0,89,56
2024-01-18 13:00:00,5,Electronic City,Bike,Rainy,27.9,88.9,5.3,180,82
2024-01-18 13:00:00,6,Hebbal,Bike,Clear,24.8,78.7,5.3,194,85
2024-01-18 13:00:00,7,BTM Layout,Auto,Clear,26.3,86.1,4.2,189,61
2024-01-18 13:00:00,8,Rajajinagar,Bike,Clear,30.4,59.5,5.6,269,76
2024-01-18 13:00:00,9,Marathahalli,Auto,Clear,27.0,81.6,5.1,102,77
2024-01-18 13:00:00,10,JP Nagar,Auto,Cloudy,30.4,48.2,7.3,140,72
2024-01-18 14:00:00,1,Indiranagar,Cab,Rainy,29.9,46.8,7.1,69,82
2024-01-18 14:00:00,2,Whitefield,Bike,Cloudy,26.1,73.4,2.0,112,66
2024-01-18 14:00:00,3,Koramangala,Cab,Rainy,27.3,44.4,8.8,85,92
2024-01-18 14:00:00,4,MG Road,Bike,Clear,29.4,46.9,7.9,85,67
2024-01-18 14:00:00,5,Electronic City,Cab,Clear,26.3,57.7,7.4,226,33
2024-01-18 14:00:00,6,Hebbal,Bike,Clear,28.0,57.8,3.3,140,28
2024-01-18 14:00:00,7,BTM Layout,Auto,Clear,31.9,86.1,3.5,299,96
2024-01-18 14:00:00,8,Rajajinagar,Cab,Clear,22.8,81.0,3.6,157,34
2024-01-18 14:00:00,9,Marathahalli,Bike,Clear,29.2,53.1,7.1,222,81
2024-01-18 14:00:00,10,JP Nagar,Bike,Clear,33.0,47.1,2.9,258,31
2024-01-18 15:00:00,1,Indiranagar,Bike,Rainy,25.1,53.4,6.1,216,70
2024-01-18 15:00:00,2,Whitefield,Cab,Cloudy,29.6,74.1,3.2,273,45
2024-01-18 15:00:00,3,Koramangala,Bike,Cloudy,28.1,64.6,6.9,269,77
2024-01-18 15:00:00,4,MG Road,Cab,Clear,24.8,51.0,4.6,177,79
2024-01-18 15:00:00,5,Electronic City,Cab,Clear,23.8,52.6,4.8,213,44
2024-01-18 15:00:00,6,Hebbal,Auto,Cloudy,25.9,53.3,4.9,98,67
2024-01-18 15:00:00,7,BTM Layout,Auto,Clear,31.6,69.6,6.8,195,31
2024-01-18 15:00:00,8,Rajajinagar,Auto,Clear,28.6,56.9,2.1,95,49
2024-01-18 15:00:00,9,Marathahalli,Bike,Clear,32.0,50.3,2.4,263,89
2024-01-18 15:00:00,10,JP Nagar,Auto,Rainy,28.5,60.2,4.3,278,57
2024-01-18 16:00:00,1,Indiranagar,Bike,Clear,31.1,75.8,5.7,236,74
2024-01-18 16:00:00,2,Whitefield,Cab,Clear,30.2,44.7,4.1,137,56
2024-01-18 16:00:00,3,Koramangala,Bike,Clear,25.7,57.4,6.6,152,41
2024-01-18 16:00:00,4,MG Road,Auto,Cloudy,26.5,48.0,7.5,199,73
2024-01-18 16:00:00,5,Electronic City,Auto,Rainy,26.6,86.8,5.7,274,84
2024-01-18 16:00:00,6,Hebbal,Bike,Rainy,27.3,75.2,2.3,93,93
2024-01-18 16:00:00,7,BTM Layout,Bike,Clear,30.4,69.5,8.7,233,37
2024-01-18 16:00:00,8,Rajajinagar,Bike,Clear,28.9,71.3,4.0,264,27
2024-01-18 16:00:00,9,Marathahalli,Cab,Cloudy,20.0,81.4,2.9,138,60
2024-01-18 16:00:00,10,JP Nagar,Cab,Clear,31.0,81.4,2.6,294,82
2024-01-18 17:00:00,1,Indiranagar,Bike,Clear,23.8,50.4,7.1,212,132
2024-01-18 17:00:00,2,Whitefield,Auto,Clear,20.4,63.9,6.4,86,40
2024-01-18 17:00:00,3,Koramangala,Auto,Clear,24.8,61.5,8.3,223,67
2024-01-18 17:00:00,4,MG Road,Bike,Clear,30.7,48.0,6.1,207,115
2024-01-18 17:00:00,5,Electronic City,Auto,Clear,31.6,53.1,5.3,82,148
2024-01-18 17:00:00,6,Hebbal,Auto,Clear,30.1,40.5,7.5,87,39
2024-01-18 17:00:00,7,BTM Layout,Cab,Cloudy,33.7,60.1,4.6,122,61
2024-01-18 17:00:00,8,Rajajinagar,Auto,Clear,26.0,78.0,4.3,159,55
2024-01-18 17:00:00,9,Marathahalli,Bike,Clear,31.5,60.8,5.6,195,36
2024-01-18 17:00:00,10,JP Nagar,Cab,Clear,27.9,83.4,5.0,121,76
2024-01-18 18:00:00,1,Indiranagar,Bike,Clear,21.0,45.4,8.4,149,33
2024-01-18 18:00:00,2,Whitefield,Cab,Clear,31.5,79.4,6.7,53,102
2024-01-18 18:00:00,3,Koramangala,Cab,Clear,26.5,82.0,2.0,72,133
2024-01-18 18:00:00,4,MG Road,Bike,Cloudy,31.2,49.2,2.5,166,63
2024-01-18 18:00:00,5,Electronic City,Auto,Cloudy,25.6,75.1,3.4,119,78
2024-01-18 18:00:00,6,Hebbal,Auto,Clear,29.6,51.6,6.0,89,88
2024-01-18 18:00:00,7,BTM Layout,Bike,Clear,25.1,85.0,6.3,104,75
2024-01-18 18:00:00,8,Rajajinagar,Cab,Rainy,31.0,52.2,5.9,117,77
2024-01-18 18:00:00,9,Marathahalli,Cab,Rainy,27.5,69.5,8.5,168,113
2024-01-18 18:00:00,10,JP Nagar,Cab,Clear,25.5,42.5,6.4,227,111
2024-01-18 19:00:00,1,Indiranagar,Auto,Cloudy,27.5,78.8,8.7,111,51
2024-01-18 19:00:00,2,Whitefield,Cab,Cloudy,25.3,82.2,8.3,170,43
2024-01-18 19:00:00,3,Koramangala,Auto,Clear,33.6,67.2,7.2,170,123
2024-01-18 19:00:00,4,MG Road,Cab,Clear,26.8,48.5,6.8,166,73
2024-01-18 19:00:00,5,Electronic City,Auto,Cloudy,31.6,74.8,2.6,295,75
2024-01-18 19:00:00,6,Hebbal,Cab,Clear,26.4,85.6,7.5,56,94
2024-01-18 19:00:00,7,BTM Layout,Auto,Clear,27.1,44.3,3.5,181,52
2024-01-18 19:00:00,8,Rajajinagar,Auto,Clear,31.5,44.7,5.3,200,109
2024-01-18 19:00:00,9,Marathahalli,Bike,Clear,27.9,88.8,5.7,213,114
2024-01-18 19:00:00,10,JP Nagar,Cab,Clear,31.7,88.9,2.2,288,78
2024-01-18 20:00:00,1,Indiranagar,Bike,Clear,36.1,69.3,2.1,51,64
2024-01-18 20:00:00,2,Whitefield,Auto,Clear,28.3,60.1,7.1,216,147
2024-01-18 20:00:00,3,Koramangala,Bike,Clear,27.5,45.1,2.8,65,102
2024-01-18 20:00:00,4,MG Road,Cab,Clear,34.5,72.5,7.0,196,87
2024-01-18 20:00:00,5,Electronic City,Auto,Clear,27.9,41.5,3.5,254,58
2024-01-18 20:00:00,6,Hebbal,Cab,Clear,32.7,79.4,5.5,290,109
2024-01-18 20:00:00,7,BTM Layout,Cab,Rainy,31.0,69.9,8.5,77,133
2024-01-18 20:00:00,8,Rajajinagar,Bike,Clear,25.9,60.6,5.8,99,49
2024-01-18 20:00:00,9,Marathahalli,Auto,Rainy,28.0,84.9,7.0,125,52
2024-01-18 20:00:00,10,JP Nagar,Cab,Rainy,26.0,74.8,3.3,281,171
2024-01-18 21:00:00,1,Indiranagar,Cab,Cloudy,21.1,72.4,2.3,197,85
2024-01-18 21:00:00,2,Whitefield,Auto,Clear,29.0,64.9,5.0,173,75
2024-01-18 21:00:00,3,Koramangala,Bike,Rainy,29.2,42.3,8.7,197,49
2024-01-18 21:00:00,4,MG Road,Auto,Rainy,30.3,79.6,5.1,75,45
2024-01-18 21:00:00,5,Electronic City,Bike,Clear,31.3,69.6,5.8,181,83
2024-01-18 21:00:00,6,Hebbal,Cab,Clear,33.0,61.0,8.5,87,34
2024-01-18 21:00:00,7,BTM Layout,Bike,Clear,27.7,47.8,5.8,157,48
2024-01-18 21:00:00,8,Rajajinagar,Cab,Cloudy,33.7,49.9,2.9,117,38
2024-01-18 21:00:00,9,Marathahalli,Cab,Clear,28.6,71.9,6.5,202,75
2024-01-18 21:00:00,10,JP Nagar,Bike,Clear,30.4,42.0,7.2,196,64
2024-01-18 22:00:00,1,Indiranagar,Cab,Cloudy,25.3,73.7,2.8,247,23
2024-01-18 22:00:00,2,Whitefield,Cab,Rainy,29.1,50.0,3.4,80,97
2024-01-18 22:00:00,3,Koramangala,Cab,Rainy,30.1,40.2,8.7,66,27
2024-01-18 22:00:00,4,MG Road,Cab,Clear,26.1,54.2,7.4,103,24
2024-01-18 22:00:00,5,Electronic City,Bike,Clear,30.2,58.0,3.0,171,80
2024-01-18 22:00:00,6,Hebbal,Cab,Clear,32.2,82.8,7.4,228,29
2024-01-18 22:00:00,7,BTM Layout,Cab,Cloudy,29.6,86.9,5.8,250,41
2024-01-18 22:00:00,8,Rajajinagar,Bike,Clear,31.1,74.7,8.2,282,28
2024-01-18 22:00:00,9,Marathahalli,Cab,Clear,18.4,79.1,7.5,160,48
2024-01-18 22:00:00,10,JP Nagar,Bike,Clear,27.8,43.5,2.6,246,46
2024-01-18 23:00:00,1,Indiranagar,Bike,Clear,26.4,62.6,3.1,81,74
2024-01-18 23:00:00,2,Whitefield,Bike,Rainy,30.4,64.8,2.3,297,100
2024-01-18 23:00:00,3,Koramangala,Auto,Cloudy,28.5,70.9,7.9,175,67
2024-01-18 23:00:00,4,MG Road,Cab,Clear,29.6,45.9,5.3,143,33
2024-01-18 23:00:00,5,Electronic City,Auto,Clear,27.2,46.9,5.1,233,98
2024-01-18 23:00:00,6,Hebbal,Bike,Clear,28.0,83.0,2.7,198,61
2024-01-18 23:00:00,7,BTM Layout,Auto,Rainy,27.0,73.2,8.4,282,61
2024-01-18 23:00:00,8,Rajajinagar,Auto,Clear,33.0,41.9,3.4,231,34
2024-01-18 23:00:00,9,Marathahalli,Auto,Clear,30.7,86.3,7.6,235,29
2024-01-18 23:00:00,10,JP Nagar,Bike,Clear,30.1,48.2,3.6,279,60
2024-01-19 00:00:00,1,Indiranagar,Cab,Clear,29.8,48.4,8.5,164,49
2024-01-19 00:00:00,2,Whitefield,Auto,Clear,27.0,44.8,3.5,133,43
2024-01-19 00:00:00,3,Koramangala,Cab,Clear,28.0,47.5,7.7,164,92
2024-01-19 00:00:00,4,MG Road,Auto,Clear,26.4,42.6,6.6,67,85
2024-01-19 00:00:00,5,Electronic City,Auto,Clear,27.7,52.5,8.0,299,65
2024-01-19 00:00:00,6,Hebbal,Cab,Clear,22.8,78.4,7.6,261,59
2024-01-19 00:00:00,7,BTM Layout,Bike,Rainy,26.9,74.2,7.8,111,81
2024-01-19 00:00:00,8,Rajajinagar,Cab,Clear,25.2,86.5,7.7,281,99
2024-01-19 00:00:00,9,Marathahalli,Auto,Clear,31.4,68.0,7.8,235,97
2024-01-19 00:00:00,10,JP Nagar,Bike,Clear,26.3,61.8,2.1,129,48
2024-01-19 01:00:00,1,Indiranagar,Bike,Clear,27.0,42.9,5.1,274,40
2024-01-19 01:00:00,2,Whitefield,Auto,Clear,30.3,56.8,5.6,160,33
2024-01-19 01:00:00,3,Koramangala,Bike,Clear,29.2,88.1,5.0,96,87
2024-01-19 01:00:00,4,MG Road,Bike,Clear,24.3,50.8,7.4,196,28
2024-01-19 01:00:00,5,Electronic City,Auto,Clear,25.0,47.6,3.6,104,70
2024-01-19 01:00:00,6,Hebbal,Auto,Rainy,30.7,70.1,3.1,53,85
2024-01-19 01:00:00,7,BTM Layout,Bike,Clear,28.2,62.3,3.1,263,88
2024-01-19 01:00:00,8,Rajajinagar,Cab,Clear,29.5,54.0,5.8,98,45
2024-01-19 01:00:00,9,Marathahalli,Cab,Cloudy,35.4,55.7,8.1,240,45
2024-01-19 01:00:00,10,JP Nagar,Bike,Cloudy,28.4,78.5,5.8,268,63
2024-01-19 02:00:00,1,Indiranagar,Cab,Clear,26.7,77.1,5.1,159,34
2024-01-19 02:00:00,2,Whitefield,Bike,Rainy,29.5,64.9,3.1,170,108
2024-01-19 02:00:00,3,Koramangala,Cab,Rainy,26.6,84.6,7.0,97,28
2024-01-19 02:00:00,4,MG Road,Auto,Clear,28.2,61.4,7.0,236,49
2024-01-19 02:00:00,5,Electronic City,Bike,Cloudy,28.3,61.9,8.5,213,69
2024-01-19 02:00:00,6,Hebbal,Auto,Clear,28.8,54.6,9.0,117,75
2024-01-19 02:00:00,7,BTM Layout,Bike,Rainy,26.3,68.5,6.4,60,118
2024-01-19 02:00:00,8,Rajajinagar,Cab,Cloudy,24.8,55.9,4.1,100,61
2024-01-19 02:00:00,9,Marathahalli,Cab,Cloudy,23.3,83.5,4.6,279,30
2024-01-19 02:00:00,10,JP Nagar,Cab,Clear,28.2,89.2,7.9,192,47
2024-01-19 03:00:00,1,Indiranagar,Cab,Rainy,27.6,86.5,7.1,219,54
2024-01-19 03:00:00,2,Whitefield,Cab,Cloudy,26.9,75.6,6.7,211,76
2024-01-19 03:00:00,3,Koramangala,Auto,Clear,22.5,47.9,5.2,166,40
2024-01-19 03:00:00,4,MG Road,Auto,Cloudy,29.0,51.1,8.7,239,31
2024-01-19 03:00:00,5,Electronic City,Cab,Clear,26.8,85.6,5.0,165,71
2024-01-19 03:00:00,6,Hebbal,Auto,Clear,23.0,74.2,8.2,188,67
2024-01-19 03:00:00,7,BTM Layout,Bike,Cloudy,29.3,60.1,3.7,80,29
2024-01-19 03:00:00,8,Rajajinagar,Bike,Rainy,30.2,72.6,2.6,94,54
