booking_id,pickup_datetime,pickup_lat,pickup_lon,drop_lat,drop_lon,distance_km,trip_time_minutes,passenger_count,base_fare,surge_multiplier,final_fare
BK01531,2024-02-23 00:16:00,12.8452,77.6602,12.9352,77.6245,1.78,5.57,3,47.85,1.0,47.85
BK01532,2024-01-05 20:56:00,12.9352,77.6245,12.9915,77.5545,9.14,32.83,1,121.4,2.5,303.5
BK01533,2024-02-03 01:53:00,12.9698,77.7499,12.901,77.5855,7.4,19.31,2,104.05,2.5,260.11
BK01534,2024-01-14 04:37:00,12.9352,77.6245,12.901,77.5855,7.94,26.5,2,109.43,2.0,218.86
BK01535,2024-01-27 03:05:00,12.8452,77.6602,12.9757,77.605,4.16,13.93,2,71.56,2.0,143.11
BK01536,2024-01-06 02:38:00,12.8452,77.6602,12.9592,77.6974,13.3,44.62,3,163.05,2.0,326.09
BK01537,2024-02-23 23:40:00,12.9698,77.7499,12.9915,77.5545,7.44,17.87,1,104.42,2.5,261.06
BK01538,2024-02-19 23:38:00,12.9592,77.6974,12.8452,77.6602,13.0,38.76,3,159.97,1.5,239.95
BK01539,2024-01-04 14:50:00,12.9592,77.6974,12.9352,77.6245,8.44,19.46,3,114.4,2.5,286.0
BK01540,2024-01-12 02:45:00,12.9757,77.605,13.0358,77.597,3.96,12.9,3,69.63,1.0,69.63
BK01541,2024-02-05 01:39:00,12.901,77.5855,12.9592,77.6974,13.2,41.32,3,162.02,1.0,162.02
BK01542,2024-02-23 16:30:00,12.9352,77.6245,12.9166,77.6101,14.13,49.52,2,171.28,2.0,342.56
BK01543,2024-01-22 01:42:00,12.9915,77.5545,12.9757,77.605,6.36,22.18,1,93.6,2.5,234.01
BK01544,2024-01-04 01:59:00,12.9352,77.6245,12.9352,77.6245,3.03,8.21,2,60.26,1.5,90.4
BK01545,2024-01-04 06:50:00,12.9592,77.6974,13.0358,77.597,6.78,14.25,1,97.81,2.5,244.51
BK01546,2024-02-02 11:34:00,12.9757,77.605,12.9757,77.605,9.98,30.87,3,129.82,1.0,129.82
BK01547,2024-01-31 09:19:00,12.9352,77.6245,12.9757,77.605,9.83,33.08,1,128.29,2.0,256.58
BK01548,2024-02-19 21:36:00,12.9757,77.605,12.9592,77.6974,3.39,7.93,1,63.92,1.2,76.7
BK01549,2024-01-26 09:11:00,12.9915,77.5545,12.9784,77.6408,3.16,6.57,2,61.64,1.0,61.64
BK01550,2024-02-25 11:34:00,12.9592,77.6974,12.9352,77.6245,5.03,15.65,2,80.28,2.5,200.69
BK01551,2024-01-27 03:51:00,12.9784,77.6408,12.9757,77.605,2.56,8.82,3,55.55,2.0,111.11
BK01552,2024-02-27 16:31:00,12.9915,77.5545,12.9757,77.605,7.68,20.76,3,106.77,1.0,106.77
BK01553,2024-01-07 16:14:00,12.9757,77.605,13.0358,77.597,11.07,43.81,3,140.67,1.2,168.8
BK01554,2024-02-08 08:37:00,12.9592,77.6974,13.0358,77.597,5.26,12.23,3,82.57,1.2,99.08
BK01555,2024-01-25 11:28:00,12.9757,77.605,12.9352,77.6245,13.15,39.7,3,161.5,2.5,403.75
BK01556,2024-02-05 01:57:00,12.9757,77.605,13.0358,77.597,14.66,40.92,2,176.56,2.0,353.11
BK01557,2024-01-09 15:44:00,12.9915,77.5545,12.9915,77.5545,14.88,31.81,2,178.84,1.5,268.26
BK01558,2024-02-11 01:12:00,12.9757,77.605,12.901,77.5855,11.62,35.43,1,146.17,1.5,219.25
BK01559,2024-02-23 14:42:00,12.9352,77.6245,12.9784,77.6408,5.69,14.48,3,86.92,2.0,173.85
BK01560,2024-01-22 16:11:00,12.9757,77.605,12.9352,77.6245,14.5,36.35,2,174.97,1.5,262.45
BK01561,2024-01-11 12:29:00,12.8452,77.6602,12.9592,77.6974,12.59,47.63,1,155.94,1.2,187.13
BK01562,2024-02-04 20:25:00,12.9757,77.605,12.9757,77.605,5.2,19.85,3,81.97,1.0,81.97
BK01563,2024-01-25 03:58:00,12.9352,77.6245,13.0358,77.597,7.23,28.08,3,102.34,1.2,122.8
BK01564,2024-02-04 01:23:00,12.9352,77.6245,12.9757,77.605,6.86,15.82,3,98.62,1.0,98.62
BK01565,2024-02-18 04:31:00,12.9166,77.6101,12.9698,77.7499,5.48,19.46,2,84.85,1.5,127.27
BK01566,2024-01-28 15:20:00,12.8452,77.6602,13.0358,77.597,14.4,52.88,1,173.99,1.0,173.99
BK01567,2024-01-04 23:19:00,12.9915,77.5545,12.9757,77.605,2.04,5.06,1,50.39,1.0,50.39
BK01568,2024-01-01 11:55:00,13.0358,77.597,12.9915,77.5545,12.95,40.19,1,159.5,2.5,398.76
BK01569,2024-02-06 06:38:00,12.901,77.5855,12.9698,77.7499,1.75,6.96,2,47.55,1.5,71.32
BK01570,2024-02-27 22:27:00,12.9166,77.6101,12.8452,77.6602,2.1,7.6,3,50.98,2.0,101.95
BK01571,2024-01-14 11:10:00,12.9757,77.605,12.9698,77.7499,4.62,14.01,3,76.17,1.2,91.41
BK01572,2024-02-28 09:42:00,12.9592,77.6974,13.0358,77.597,12.38,29.7,3,153.75,1.0,153.75
BK01573,2024-01-26 07:04:00,12.9915,77.5545,12.901,77.5855,14.21,40.78,1,172.1,1.2,206.52
BK01574,2024-01-18 10:43:00,13.0358,77.597,12.9166,77.6101,4.08,16.25,1,70.79,2.0,141.57
BK01575,2024-01-07 17:55:00,12.9352,77.6245,12.9784,77.6408,4.01,14.76,1,70.07,1.0,70.07
BK01576,2024-02-16 08:48:00,12.9592,77.6974,12.9698,77.7499,14.93,56.11,1,179.29,1.5,268.93
BK01577,2024-01-21 18:17:00,12.9915,77.5545,12.9757,77.605,14.97,54.35,3,179.66,2.5,449.14
BK01578,2024-01-24 12:40:00,12.901,77.5855,12.9698,77.7499,12.94,50.43,3,159.41,2.5,398.52
BK01579,2024-01-28 11:15:00,12.9352,77.6245,12.9166,77.6101,7.39,17.88,2,103.95,1.2,124.74
BK01580,2024-02-25 13:18:00,12.901,77.5855,12.9757,77.605,13.98,34.11,1,169.77,1.0,169.77
BK01581,2024-02-08 17:37:00,12.9166,77.6101,12.9915,77.5545,13.47,37.18,2,164.7,2.5,411.74
BK01582,2024-02-06 09:28:00,12.9352,77.6245,13.0358,77.597,6.42,16.39,3,94.21,1.2,113.05
BK01583,2024-01-13 13:22:00,12.9784,77.6408,12.9757,77.605,7.43,24.0,3,104.28,1.0,104.28
BK01584,2024-01-06 08:29:00,12.9352,77.6245,12.9915,77.5545,14.9,32.76,1,179.04,2.5,447.61
BK01585,2024-02-20 05:52:00,12.9592,77.6974,12.9915,77.5545,10.69,25.99,3,136.92,1.5,205.38
BK01586,2024-02-07 00:29:00,12.9784,77.6408,12.9757,77.605,12.65,37.07,1,156.49,2.0,312.99
BK01587,2024-02-13 08:03:00,12.9166,77.6101,12.9784,77.6408,5.35,15.86,3,83.53,1.0,83.53
BK01588,2024-02-05 21:22:00,12.9784,77.6408,12.9166,77.6101,7.17,27.31,2,101.69,2.5,254.21
BK01589,2024-01-06 09:17:00,12.9352,77.6245,13.0358,77.597,5.34,15.54,3,83.35,1.0,83.35
BK01590,2024-02-20 07:08:00,12.9592,77.6974,12.9166,77.6101,2.26,5.82,2,52.61,2.5,131.53
BK01591,2024-01-31 12:34:00,12.9592,77.6974,12.9915,77.5545,4.69,11.31,3,76.92,2.5,192.31
BK01592,2024-01-04 06:33:00,12.9166,77.6101,12.9592,77.6974,2.9,6.36,3,59.05,1.2,70.86
BK01593,2024-02-26 05:37:00,12.9698,77.7499,12.9352,77.6245,2.61,8.25,3,56.1,1.2,67.32
BK01594,2024-02-06 16:02:00,12.9352,77.6245,12.901,77.5855,2.25,7.98,2,52.46,1.2,62.95
BK01595,2024-01-16 06:39:00,13.0358,77.597,12.9784,77.6408,6.08,14.92,3,90.76,2.0,181.52
BK01596,2024-01-02 17:57:00,12.9698,77.7499,13.0358,77.597,7.07,20.34,3,100.67,1.0,100.67
BK01597,2024-02-16 02:45:00,12.9698,77.7499,12.9784,77.6408,10.08,33.98,3,130.85,1.0,130.85
BK01598,2024-02-24 22:17:00,12.901,77.5855,12.9352,77.6245,9.68,35.42,2,126.83,2.0,253.65
BK01599,2024-02-20 16:54:00,12.9166,77.6101,12.9784,77.6408,4.59,9.88,3,75.93,1.0,75.93
BK01600,2024-01-16 23:01:00,13.0358,77.597,12.9757,77.605,6.87,14.29,2,98.67,1.5,148.01
BK01601,2024-01-12 08:13:00,13.0358,77.597,12.9784,77.6408,5.83,22.12,2,88.33,2.0,176.67
BK01602,2024-02-10 16:45:00,12.9352,77.6245,13.0358,77.597,12.1,32.97,3,150.96,2.0,301.93
BK01603,2024-02-09 04:25:00,12.901,77.5855,12.9352,77.6245,8.78,29.87,3,117.77,1.2,141.32
BK01604,2024-02-19 06:59:00,12.9757,77.605,12.8452,77.6602,7.91,16.22,1,109.06,1.5,163.59
BK01605,2024-01-20 03:12:00,12.9698,77.7499,13.0358,77.597,10.74,42.15,1,137.44,1.0,137.44
BK01606,2024-01-10 16:41:00,12.9592,77.6974,12.9784,77.6408,11.43,27.27,2,144.31,2.5,360.76
BK01607,2024-02-20 05:25:00,12.9592,77.6974,12.9784,77.6408,10.51,30.19,3,135.08,2.0,270.16
BK01608,2024-02-16 08:34:00,12.8452,77.6602,12.9698,77.7499,1.82,4.78,2,48.15,2.5,120.38
BK01609,2024-02-19 13:54:00,12.9166,77.6101,12.9592,77.6974,12.89,31.82,3,158.92,2.0,317.85
BK01610,2024-02-29 07:40:00,13.0358,77.597,12.9915,77.5545,2.65,7.79,3,56.46,1.2,67.75
BK01611,2024-02-24 10:30:00,12.8452,77.6602,12.8452,77.6602,14.75,29.86,1,177.5,2.5,443.76
BK01612,2024-01-11 01:45:00,13.0358,77.597,12.9784,77.6408,2.6,7.88,3,56.02,1.0,56.02
BK01613,2024-01-18 10:49:00,12.9757,77.605,12.9757,77.605,6.53,24.57,3,95.35,2.5,238.37
BK01614,2024-02-20 19:51:00,12.8452,77.6602,12.9757,77.605,7.84,16.02,1,108.42,1.2,130.11
BK01615,2024-01-10 10:07:00,12.9698,77.7499,12.9592,77.6974,3.01,11.5,2,60.11,2.5,150.27
BK01616,2024-01-09 06:21:00,12.9166,77.6101,12.9166,77.6101,3.18,9.63,2,61.81,1.2,74.17
BK01617,2024-02-15 22:06:00,12.9592,77.6974,12.9352,77.6245,7.2,26.23,3,102.05,1.5,153.07
BK01618,2024-02-28 07:33:00,12.9352,77.6245,12.9352,77.6245,9.61,21.94,2,126.09,1.0,126.09
BK01619,2024-01-28 01:11:00,12.9915,77.5545,12.9698,77.7499,14.26,51.87,3,172.63,1.5,258.95
BK01620,2024-01-09 10:11:00,13.0358,77.597,12.8452,77.6602,13.35,29.18,3,163.46,2.0,326.91
BK01621,2024-01-09 11:58:00,12.9784,77.6408,12.9166,77.6101,1.54,3.76,3,45.44,2.0,90.88
BK01622,2024-01-26 18:09:00,12.9166,77.6101,12.8452,77.6602,5.84,19.72,2,88.42,2.5,221.06
BK01623,2024-01-03 10:17:00,12.9915,77.5545,12.9698,77.7499,9.43,36.69,1,124.28,1.0,124.28
BK01624,2024-01-01 13:04:00,12.901,77.5855,12.9698,77.7499,9.77,32.23,2,127.74,1.2,153.29
BK01625,2024-02-25 01:23:00,13.0358,77.597,12.9166,77.6101,12.98,43.86,1,159.8,2.5,399.49
BK01626,2024-02-10 12:05:00,12.9352,77.6245,12.9352,77.6245,7.79,30.95,3,107.9,2.0,215.81
BK01627,2024-01-01 09:27:00,12.9352,77.6245,13.0358,77.597,5.08,13.25,3,80.77,2.0,161.54
BK01628,2024-02-19 12:09:00,12.8452,77.6602,12.9757,77.605,13.83,50.72,1,168.26,1.0,168.26
BK01629,2024-01-11 09:36:00,12.9757,77.605,12.9592,77.6974,2.45,4.92,2,54.51,2.5,136.27
BK01630,2024-01-25 14:04:00,12.9166,77.6101,12.9592,77.6974,9.38,19.37,2,123.84,2.0,247.69
BK01631,2024-01-21 02:58:00,12.9757,77.605,12.9698,77.7499,5.9,19.89,3,88.99,1.0,88.99
BK01632,2024-02-21 09:52:00,12.9166,77.6101,12.9757,77.605,13.83,40.44,2,168.28,2.0,336.56
BK01633,2024-01-12 15:41:00,12.9915,77.5545,12.9352,77.6245,3.37,8.48,3,63.67,1.0,63.67
BK01634,2024-01-12 02:06:00,12.901,77.5855,12.901,77.5855,1.61,3.24,2,46.13,1.2,55.35
BK01635,2024-01-12 06:45:00,12.9166,77.6101,12.9352,77.6245,5.04,10.72,1,80.44,1.5,120.67
BK01636,2024-02-15 14:28:00,12.9166,77.6101,12.9915,77.5545,4.54,16.11,2,75.36,1.0,75.36
BK01637,2024-02-21 17:13:00,12.9784,77.6408,12.9757,77.605,5.22,18.26,3,82.2,1.2,98.64
BK01638,2024-02-18 16:44:00,12.8452,77.6602,12.901,77.5855,5.94,13.06,2,89.35,2.0,178.7
BK01639,2024-02-25 01:14:00,12.8452,77.6602,13.0358,77.597,5.94,12.73,2,89.43,1.5,134.15
BK01640,2024-02-04 23:40:00,13.0358,77.597,12.9166,77.6101,5.91,12.5,1,89.05,2.0,178.11
BK01641,2024-01-03 13:43:00,12.9784,77.6408,12.9592,77.6974,8.68,31.68,3,116.82,1.2,140.18
BK01642,2024-02-07 23:48:00,12.9784,77.6408,12.9757,77.605,7.33,28.17,1,103.27,1.0,103.27
BK01643,2024-01-23 17:21:00,12.9352,77.6245,12.9352,77.6245,6.86,25.86,1,98.6,1.2,118.32
BK01644,2024-01-11 07:58:00,13.0358,77.597,12.8452,77.6602,7.35,15.37,1,103.53,1.2,124.24
BK01645,2024-02-26 08:14:00,13.0358,77.597,12.9352,77.6245,12.15,37.1,2,151.47,1.0,151.47
BK01646,2024-02-16 03:02:00,12.901,77.5855,12.8452,77.6602,14.97,33.66,2,179.72,1.0,179.72
BK01647,2024-02-04 04:46:00,12.9757,77.605,12.9166,77.6101,5.42,15.24,3,84.19,1.0,84.19
BK01648,2024-02-01 06:16:00,12.9352,77.6245,12.9352,77.6245,14.61,46.88,2,176.07,2.5,440.18
BK01649,2024-01-19 14:53:00,12.9352,77.6245,12.9592,77.6974,13.25,41.25,1,162.47,1.5,243.71
BK01650,2024-02-28 04:18:00,12.9166,77.6101,12.9784,77.6408,2.15,7.83,2,51.53,2.0,103.05
BK01651,2024-01-28 18:35:00,12.9757,77.605,12.901,77.5855,1.48,4.67,3,44.75,1.2,53.71
BK01652,2024-01-31 14:23:00,12.901,77.5855,13.0358,77.597,8.08,16.29,1,110.82,1.2,132.98
BK01653,2024-01-19 15:36:00,12.9166,77.6101,12.9592,77.6974,4.1,12.94,3,71.0,1.0,71.0
BK01654,2024-01-20 17:09:00,12.9698,77.7499,13.0358,77.597,13.98,47.3,3,169.81,1.2,203.78
BK01655,2024-02-27 00:15:00,12.9784,77.6408,12.9166,77.6101,12.9,39.85,1,159.01,2.0,318.02
BK01656,2024-02-02 10:35:00,12.9698,77.7499,12.9352,77.6245,8.73,24.73,2,117.3,1.5,175.94
BK01657,2024-02-18 14:53:00,12.9698,77.7499,12.9784,77.6408,10.71,35.6,3,137.1,2.5,342.74
BK01658,2024-02-08 05:38:00,13.0358,77.597,12.9915,77.5545,3.52,13.17,1,65.16,2.0,130.33
BK01659,2024-01-16 13:41:00,12.9698,77.7499,12.9592,77.6974,7.04,22.7,1,100.41,1.0,100.41
BK01660,2024-01-24 02:39:00,12.9915,77.5545,12.9757,77.605,3.26,12.64,2,62.58,1.2,75.09
BK01661,2024-02-28 04:29:00,12.9757,77.605,12.9698,77.7499,10.28,37.38,3,132.77,1.2,159.33
BK01662,2024-01-03 18:01:00,12.9352,77.6245,13.0358,77.597,6.48,15.47,1,94.82,1.5,142.23
BK01663,2024-02-28 10:41:00,12.8452,77.6602,13.0358,77.597,3.58,8.33,2,65.82,1.2,78.99
BK01664,2024-02-04 14:54:00,12.8452,77.6602,12.9166,77.6101,6.38,20.88,2,93.8,1.2,112.56
BK01665,2024-01-11 15:37:00,12.901,77.5855,12.901,77.5855,7.17,18.57,1,101.66,1.0,101.66
BK01666,2024-01-23 22:18:00,12.9757,77.605,13.0358,77.597,2.62,9.88,2,56.18,2.0,112.35
BK01667,2024-01-29 09:07:00,12.901,77.5855,12.9592,77.6974,9.27,27.74,1,122.69,2.0,245.38
BK01668,2024-02-22 22:43:00,12.8452,77.6602,12.9352,77.6245,10.67,25.97,3,136.65,1.0,136.65
BK01669,2024-01-16 20:23:00,12.9784,77.6408,12.9352,77.6245,3.03,11.86,3,60.29,1.0,60.29
BK01670,2024-02-15 22:22:00,12.901,77.5855,12.8452,77.6602,7.95,31.74,2,109.49,1.0,109.49
BK01671,2024-01-04 05:41:00,12.9915,77.5545,12.9352,77.6245,8.24,26.63,2,112.43,2.0,224.86
BK01672,2024-01-09 01:28:00,12.9592,77.6974,12.9757,77.605,8.23,24.2,1,112.3,1.0,112.3
BK01673,2024-01-30 10:18:00,12.9915,77.5545,12.901,77.5855,1.49,4.87,2,44.89,1.5,67.34
BK01674,2024-01-01 00:14:00,12.901,77.5855,12.9915,77.5545,5.75,19.46,3,87.51,1.5,131.26
BK01675,2024-02-27 03:48:00,13.0358,77.597,12.9166,77.6101,8.08,31.11,2,110.76,2.0,221.51
BK01676,2024-01-29 20:22:00,12.9915,77.5545,13.0358,77.597,1.92,5.81,3,49.22,2.0,98.44
BK01677,2024-02-27 04:01:00,12.9698,77.7499,13.0358,77.597,3.82,7.8,3,68.17,1.5,102.26
BK01678,2024-02-18 14:54:00,12.9757,77.605,12.8452,77.6602,6.23,19.16,2,92.25,2.5,230.63
BK01679,2024-02-27 03:27:00,12.9592,77.6974,12.9352,77.6245,14.92,50.81,3,179.19,2.0,358.38
BK01680,2024-02-29 20:27:00,12.9352,77.6245,12.9592,77.6974,1.1,2.34,3,41.05,2.5,102.61
BK01681,2024-02-21 16:26:00,12.9784,77.6408,12.8452,77.6602,4.24,11.24,2,72.43,2.5,181.08
BK01682,2024-01-20 05:06:00,12.9592,77.6974,12.9592,77.6974,12.63,48.0,3,156.3,1.0,156.3
BK01683,2024-01-15 02:43:00,12.9784,77.6408,12.9592,77.6974,11.05,22.39,1,140.46,1.5,210.69
BK01684,2024-02-22 17:15:00,12.9784,77.6408,12.9757,77.605,5.29,10.69,2,82.91,1.5,124.37
BK01685,2024-02-28 17:59:00,12.9592,77.6974,12.9166,77.6101,9.94,38.49,2,129.44,2.0,258.87
BK01686,2024-02-13 20:35:00,12.9698,77.7499,12.901,77.5855,8.1,23.24,1,111.0,1.0,111.0
BK01687,2024-01-27 00:49:00,12.9757,77.605,12.9166,77.6101,8.84,22.54,3,118.43,1.0,118.43
BK01688,2024-01-01 21:37:00,12.9757,77.605,13.0358,77.597,2.39,6.84,2,53.88,2.0,107.76
BK01689,2024-02-27 08:13:00,12.9757,77.605,12.9915,77.5545,2.76,9.29,2,57.58,1.0,57.58
BK01690,2024-01-21 20:54:00,12.8452,77.6602,13.0358,77.597,4.43,15.54,3,74.31,2.5,185.76
BK01691,2024-02-20 19:44:00,12.9166,77.6101,12.9352,77.6245,14.8,34.3,2,177.99,2.0,355.98
BK01692,2024-02-26 14:08:00,12.9166,77.6101,13.0358,77.597,3.53,12.25,2,65.27,1.2,78.32
BK01693,2024-02-14 19:23:00,12.9698,77.7499,12.9757,77.605,12.67,43.53,1,156.66,1.5,235.0
BK01694,2024-02-28 01:01:00,12.8452,77.6602,12.9592,77.6974,13.96,37.25,3,169.58,1.2,203.49
BK01695,2024-01-27 15:58:00,12.9698,77.7499,12.9915,77.5545,1.88,5.19,1,48.77,1.0,48.77
BK01696,2024-02-28 13:49:00,12.9915,77.5545,12.9915,77.5545,4.54,12.04,3,75.39,2.0,150.78
BK01697,2024-01-05 16:25:00,12.9352,77.6245,12.9352,77.6245,11.77,35.8,3,147.67,2.0,295.33
BK01698,2024-01-05 12:32:00,12.9592,77.6974,12.901,77.5855,7.43,16.26,2,104.32,2.5,260.79
BK01699,2024-02-17 13:02:00,12.8452,77.6602,12.9757,77.605,9.17,28.78,3,121.75,1.2,146.1
BK01700,2024-01-29 15:46:00,12.9352,77.6245,12.9915,77.5545,1.84,5.09,3,48.36,1.2,58.03
BK01701,2024-02-28 08:20:00,12.9757,77.605,13.0358,77.597,9.27,31.11,1,122.73,2.0,245.46
BK01702,2024-02-07 20:36:00,12.9592,77.6974,12.9757,77.605,11.63,23.64,3,146.28,2.5,365.7
BK01703,2024-02-21 20:25:00,12.9352,77.6245,12.9352,77.6245,7.52,23.28,2,105.19,1.0,105.19
BK01704,2024-02-06 04:24:00,12.9915,77.5545,12.9915,77.5545,9.91,30.21,2,129.13,1.5,193.7
BK01705,2024-02-17 04:52:00,12.9698,77.7499,12.9915,77.5545,5.3,13.85,2,83.0,1.5,124.51
BK01706,2024-02-27 12:38:00,12.9915,77.5545,12.9915,77.5545,11.93,28.1,1,149.26,2.0,298.52
BK01707,2024-02-09 04:08:00,12.9352,77.6245,12.9915,77.5545,3.96,10.15,3,69.56,1.2,83.47
BK01708,2024-02-25 22:08:00,13.0358,77.597,12.9352,77.6245,4.79,12.36,3,77.93,2.5,194.82
BK01709,2024-01-31 02:47:00,12.9352,77.6245,12.9784,77.6408,6.59,17.58,1,95.91,2.5,239.79
BK01710,2024-01-25 10:06:00,12.9757,77.605,12.9915,77.5545,10.87,41.39,3,138.68,2.0,277.36
BK01711,2024-02-18 09:40:00,12.9757,77.605,12.9757,77.605,8.08,21.36,2,110.84,1.2,133.0
BK01712,2024-02-20 13:13:00,12.9698,77.7499,12.9915,77.5545,1.31,2.96,3,43.11,2.0,86.22
BK01713,2024-02-21 13:01:00,12.901,77.5855,12.901,77.5855,14.74,38.77,3,177.41,2.5,443.53
BK01714,2024-01-04 04:03:00,12.9166,77.6101,12.9698,77.7499,9.19,34.86,2,121.89,1.2,146.26
BK01715,2024-01-01 01:54:00,12.9592,77.6974,13.0358,77.597,8.29,29.57,3,112.87,1.2,135.45
BK01716,2024-01-03 15:21:00,12.9915,77.5545,12.9915,77.5545,8.76,20.89,2,117.59,2.0,235.17
BK01717,2024-02-08 06:12:00,12.8452,77.6602,12.9698,77.7499,14.78,57.37,2,177.82,2.5,444.55
BK01718,2024-01-12 11:34:00,12.9915,77.5545,12.9166,77.6101,8.98,31.12,2,119.8,2.5,299.49
BK01719,2024-02-04 14:51:00,12.9784,77.6408,12.9592,77.6974,5.34,21.29,1,83.42,2.5,208.55
BK01720,2024-02-08 13:21:00,12.9915,77.5545,12.9698,77.7499,4.44,9.16,2,74.36,2.5,185.9
BK01721,2024-01-11 12:00:00,12.9352,77.6245,12.9784,77.6408,6.54,15.84,1,95.44,1.0,95.44
BK01722,2024-02-05 11:00:00,12.9915,77.5545,12.9352,77.6245,3.25,11.86,3,62.54,2.0,125.07
BK01723,2024-01-22 23:53:00,12.9757,77.605,12.901,77.5855,4.18,10.74,2,71.83,2.0,143.67
BK01724,2024-01-04 09:24:00,12.9352,77.6245,12.9757,77.605,8.86,29.41,3,118.57,2.5,296.43
BK01725,2024-02-09 21:01:00,12.8452,77.6602,12.9757,77.605,3.82,14.87,2,68.16,2.0,136.32
BK01726,2024-01-21 16:11:00,12.9698,77.7499,12.9757,77.605,10.45,23.09,2,134.5,2.5,336.24
BK01727,2024-02-05 04:56:00,12.9784,77.6408,12.9915,77.5545,7.19,16.72,3,101.94,2.0,203.88
BK01728,2024-01-06 02:26:00,12.9784,77.6408,12.9757,77.605,3.39,9.4,2,63.85,1.5,95.78
BK01729,2024-02-14 18:55:00,12.9166,77.6101,12.901,77.5855,11.92,38.65,1,149.23,2.0,298.47
BK01730,2024-01-18 15:21:00,12.901,77.5855,12.9166,77.6101,7.29,19.53,2,102.9,1.0,102.9
BK01731,2024-01-08 08:35:00,12.8452,77.6602,13.0358,77.597,11.81,31.66,3,148.14,1.5,222.21
BK01732,2024-02-29 08:25:00,12.9698,77.7499,12.9592,77.6974,8.74,22.25,1,117.39,2.0,234.79
BK01733,2024-01-27 08:16:00,12.9698,77.7499,12.9698,77.7499,3.01,7.05,1,60.09,2.5,150.22
BK01734,2024-01-19 16:46:00,12.8452,77.6602,12.9915,77.5545,9.5,23.6,3,124.99,1.0,124.99
BK01735,2024-02-26 09:33:00,12.9698,77.7499,12.9698,77.7499,13.89,29.24,1,168.9,2.5,422.26
BK01736,2024-01-01 08:21:00,12.9352,77.6245,12.9784,77.6408,8.37,28.4,3,113.71,1.0,113.71
BK01737,2024-01-10 08:26:00,12.9698,77.7499,12.9698,77.7499,13.12,28.51,2,161.24,1.5,241.86
BK01738,2024-01-18 01:17:00,13.0358,77.597,13.0358,77.597,2.86,10.89,3,58.56,1.5,87.84
BK01739,2024-02-21 01:26:00,12.9784,77.6408,12.901,77.5855,9.06,23.53,3,120.57,1.0,120.57
BK01740,2024-01-13 11:43:00,12.9915,77.5545,12.9784,77.6408,1.61,5.89,1,46.14,1.0,46.14
BK01741,2024-01-16 13:38:00,12.9352,77.6245,13.0358,77.597,14.26,35.83,1,172.58,1.0,172.58
BK01742,2024-01-16 12:40:00,12.9592,77.6974,12.9352,77.6245,14.92,49.36,1,179.15,1.0,179.15
BK01743,2024-02-13 09:37:00,12.9592,77.6974,13.0358,77.597,2.89,7.07,3,58.93,1.2,70.71
BK01744,2024-01-08 11:25:00,12.9757,77.605,12.9352,77.6245,12.69,48.54,1,156.88,2.0,313.75
BK01745,2024-01-04 22:49:00,12.9166,77.6101,12.9757,77.605,7.47,19.13,2,104.67,1.2,125.6
BK01746,2024-02-22 12:45:00,12.9592,77.6974,13.0358,77.597,7.37,26.77,3,103.7,2.5,259.25
BK01747,2024-01-10 21:12:00,12.9915,77.5545,12.9784,77.6408,12.16,46.99,2,151.56,2.5,378.9
BK01748,2024-01-16 03:02:00,12.9784,77.6408,12.9915,77.5545,14.53,46.72,3,175.32,1.2,210.38
BK01749,2024-01-24 17:48:00,12.9757,77.605,12.9915,77.5545,11.62,23.99,1,146.24,1.2,175.49
BK01750,2024-02-05 08:51:00,12.9698,77.7499,12.9915,77.5545,12.86,29.38,3,158.6,2.5,396.5
BK01751,2024-02-22 22:04:00,12.9592,77.6974,12.9352,77.6245,13.42,47.41,3,164.17,1.0,164.17
BK01752,2024-01-08 20:03:00,12.9784,77.6408,12.901,77.5855,7.92,24.81,2,109.16,1.0,109.16
BK01753,2024-02-23 18:25:00,12.901,77.5855,12.9352,77.6245,11.5,39.12,3,145.03,2.5,362.58
BK01754,2024-02-06 15:13:00,12.9698,77.7499,12.9757,77.605,12.23,47.96,1,152.25,1.2,182.7
BK01755,2024-01-27 06:53:00,12.8452,77.6602,12.9915,77.5545,14.1,41.74,2,171.05,1.0,171.05
BK01756,2024-01-03 22:54:00,12.9166,77.6101,12.9166,77.6101,13.59,32.43,1,165.88,2.5,414.7
BK01757,2024-02-23 22:10:00,13.0358,77.597,12.9915,77.5545,10.9,36.94,2,138.95,2.5,347.39
BK01758,2024-01-29 05:48:00,12.9784,77.6408,12.9352,77.6245,7.74,18.81,1,107.39,2.5,268.47
BK01759,2024-01-05 10:23:00,12.8452,77.6602,13.0358,77.597,12.84,45.56,3,158.43,1.5,237.64
BK01760,2024-02-04 11:56:00,12.9784,77.6408,12.8452,77.6602,4.73,11.25,3,77.28,1.2,92.74
BK01761,2024-02-24 01:50:00,12.8452,77.6602,12.8452,77.6602,13.45,35.09,3,164.52,2.5,411.31
BK01762,2024-01-19 03:58:00,12.901,77.5855,12.8452,77.6602,2.81,8.28,1,58.08,2.5,145.19
BK01763,2024-01-11 12:11:00,12.9166,77.6101,12.8452,77.6602,4.34,13.13,2,73.41,2.5,183.53
BK01764,2024-01-21 18:35:00,13.0358,77.597,13.0358,77.597,6.63,15.1,2,96.27,2.5,240.66
